source,run,level,n,prevalence,accuracy,balanced_accuracy,macro_f1,mcc,auroc,auprc,brier,calibration_slope,calibration_intercept,ece
E2,psykose.rf.internal,window,304,0.5789473684210527,0.7138157894736842,0.6995738636363636,0.7018095721292068,0.40636393508817115,0.7620738636363636,0.8466199831643654,0.20312048312287528,0.7392485602723715,-0.08806138711394394,0.12091393482444802
E2,psykose.rf.internal,subject,38,0.5789473684210527,0.7368421052631579,0.7215909090909092,0.7246376811594203,0.45361105256925455,0.7727272727272728,0.861290335572632,0.19936909798610955,0.8091602550535153,-0.08625713563866341,0.14938049018387756
E2,psykose.xgboost.internal,window,304,0.5789473684210527,0.7006578947368421,0.6850142045454546,0.6872251178671973,0.37804237409489694,0.7607421875,0.8439443769471654,0.2273764190974671,0.3721377512821244,-0.5136217356289087,0.17736466058480266
E2,psykose.xgboost.internal,subject,38,0.5789473684210527,0.7105263157894737,0.6988636363636364,0.700358422939068,0.40174192517093943,0.7443181818181819,0.8286535353129754,0.21910227494039244,0.42001265517992376,-0.4813238787627897,0.19727075652230258
E2,depresjon-to-hyperaktiv.logreg.external+recal,window,340,0.5176470588235295,0.5794117647058824,0.5860587583148559,0.5672490676540485,0.18519680068622485,0.6286377494456763,0.6335486508134471,0.2455679667233858,0.8797622509306877,0.40196057923702194,0.0936140434566201
E2,depresjon-to-hyperaktiv.rf.external+recal,window,340,0.5176470588235295,0.5882352941176471,0.5960365853658536,0.571078431372549,0.2132133697111665,0.6525429600886917,0.6327160418793325,0.2421723570838924,0.9509631335500937,0.4504094232380664,0.122438586505311
E2,depresjon-to-hyperaktiv.xgboost.external+recal,window,340,0.5176470588235295,0.5676470588235294,0.5749029933481153,0.5522749057161541,0.1638127835334812,0.6427730044345897,0.6200668858015872,0.2451137614636175,0.9231732720549521,0.42750328569614077,0.11165827007284325
E2,depresjon-to-psykose.logreg.external+recal,window,304,0.5789473684210527,0.6907894736842105,0.69140625,0.6873249299719888,0.37853513111217446,0.77099609375,0.7827729909558948,0.20016271831293309,1.432027419287372,0.4844015933125999,0.1477797764224841
E2,depresjon-to-psykose.rf.external+recal,window,304,0.5789473684210527,0.625,0.6164772727272727,0.6162126245847176,0.23248032674392988,0.6599343039772727,0.734231284582515,0.2207283264134904,0.9320435403020034,0.1125478597703071,0.1290043807312976
E2,depresjon-to-psykose.xgboost.external+recal,window,304,0.5789473684210527,0.618421052631579,0.6012073863636364,0.6018606331572054,0.20643070596119262,0.6633522727272727,0.6937578060114775,0.22283259927847843,0.9638430219773669,0.15947457541762858,0.09722804930265527
E2,psykose-to-depresjon.logreg.external+recal,window,312,0.5897435897435898,0.6826923076923077,0.6501358695652174,0.6517503805175038,0.32494624495722557,0.6710258152173914,0.7082651411646911,0.21067403043562846,1.045320974778103,0.1388451332319256,0.15576964416734104
E2,psykose-to-depresjon.rf.external+recal,window,312,0.5897435897435898,0.6506410256410257,0.6336616847826086,0.6347898925031412,0.2707065024779625,0.7058423913043479,0.7771653865305452,0.2104848035623405,0.835612288528445,0.13102295391908075,0.11136596341016777
E2,psykose-to-depresjon.xgboost.external+recal,window,312,0.5897435897435898,0.6282051282051282,0.6051290760869565,0.6060434536508904,0.21646850230849743,0.6746348505434783,0.7470277772758951,0.2322950204071907,0.5301526638034048,0.03500961500744729,0.11610386943816535
