train,test,model,arm,n_subjects_eval,n_windows_eval,train_events,n_predictors,epv,window_n_mean,window_n_sd,window_prevalence_mean,window_prevalence_sd,window_accuracy_mean,window_accuracy_sd,window_balanced_accuracy_mean,window_balanced_accuracy_sd,window_macro_f1_mean,window_macro_f1_sd,window_mcc_mean,window_mcc_sd,window_auroc_mean,window_auroc_sd,window_auprc_mean,window_auprc_sd,window_brier_mean,window_brier_sd,window_calibration_slope_mean,window_calibration_slope_sd,window_calibration_intercept_mean,window_calibration_intercept_sd,window_ece_mean,window_ece_sd,subject_n_mean,subject_n_sd,subject_prevalence_mean,subject_prevalence_sd,subject_accuracy_mean,subject_accuracy_sd,subject_balanced_accuracy_mean,subject_balanced_accuracy_sd,subject_macro_f1_mean,subject_macro_f1_sd,subject_mcc_mean,subject_mcc_sd,subject_auroc_mean,subject_auroc_sd,subject_auprc_mean,subject_auprc_sd,subject_brier_mean,subject_brier_sd,subject_calibration_slope_mean,subject_calibration_slope_sd,subject_calibration_intercept_mean,subject_calibration_intercept_sd,subject_ece_mean,subject_ece_sd,n_subjects_mean,n_subjects_sd,window_auroc_ci_lo,window_auroc_ci_hi,subject_auroc_ci_lo,subject_auroc_ci_hi,window_accuracy_ci_lo,window_accuracy_ci_hi,subject_accuracy_ci_lo,subject_accuracy_ci_hi,window_macro_f1_ci_lo,window_macro_f1_ci_hi,subject_macro_f1_ci_lo,subject_macro_f1_ci_hi,window_brier_ci_lo,window_brier_ci_hi,subject_brier_ci_lo,subject_brier_ci_hi,window_calibration_slope_ci_lo,window_calibration_slope_ci_hi,subject_calibration_slope_ci_lo,subject_calibration_slope_ci_hi
psykose,depresjon,logreg,internal,38,304,16,28,0.5714285714285714,304.0,0.0,0.5789473684210527,0.0,0.6605263157894736,0.02186943439288772,0.6488636363636363,0.025933509040265444,0.6490947647847624,0.025505739622972118,0.2999873685107558,0.0494166263418951,0.71220703125,0.045578966215874706,0.7607567140983476,0.0756551326672733,0.2432934706946878,0.024217840727495832,0.2819125576334325,0.1073641910023309,0.13484391857089634,0.1186771337260944,0.16402985976774245,0.02412037306263487,38.0,0.0,0.5789473684210527,0.0,0.6842105263157896,0.04923233403649925,0.6676136363636364,0.0528057678847759,0.6692052189416616,0.05321644973084313,0.3426938539692602,0.10468567393216954,0.7306818181818183,0.04831216288518484,0.7892544059737984,0.06778157001026641,0.23070065054500127,0.024524052434211505,0.33342804893278855,0.1412492015313693,0.12322552216932743,0.10859334593067987,0.19721892052947826,0.04092480420573455,38.0,0.0,0.5550920577448559,0.86432416318045,0.6008677950017447,0.8713898862871767,0.569026616428662,0.8091167625080118,0.6363636363636364,0.8181818181818182,0.541610326482213,0.8115437600362091,0.620596796249016,0.8219226286145794,0.15226002014309828,0.32180819873852756,0.1485605815805407,0.2788341288491092,0.007686940726412591,0.9131308011659668,0.13050977539240496,1.0776609488557256
psykose,depresjon,logreg,external,39,312,16,28,0.5714285714285714,312.0,0.0,0.5897435897435898,0.0,0.6346153846153846,0.0,0.6224524456521738,0.0,0.6224524456521738,0.0,0.24490489130434784,0.0,0.6710258152173914,0.0,0.7082651411646911,0.0,0.24655958770104253,3.1031676915590914e-17,0.3595240013807819,0.0,0.4245911285106743,6.206335383118183e-17,0.20900491785247105,0.0,39.0,0.0,0.5897435897435898,0.0,0.6410256410256411,0.0,0.6290760869565217,0.0,0.6290760869565217,0.0,0.25815217391304346,0.0,0.6684782608695652,0.0,0.7096599831563273,0.0,0.23537381334703303,0.0,0.43794202330910614,6.206335383118183e-17,0.3963327438477538,0.0,0.21814626642951712,0.0,39.0,0.0,0.45099541651341574,0.8184695179894462,0.5250361777378666,0.8048418141380219,0.48189964837967086,0.7371794871794872,0.5416666666666666,0.75,0.4897390971470602,0.7398040374844671,0.5208711433756805,0.7393610495771985,0.18352387192170552,0.36054499808997564,0.1808996239238288,0.29740945762293974,-0.014324995598825857,0.6777830739846181,0.1425719482186149,0.817658572036587
psykose,depresjon,rf,internal,38,304,16,28,0.5714285714285714,304.0,0.0,0.5789473684210527,0.0,0.6881578947368421,0.01937720588818835,0.6708096590909091,0.025004640258926056,0.6721464330494622,0.024404947356341695,0.35135576717394235,0.04538981935770061,0.7456853693181819,0.019772199426379797,0.8297606458453286,0.018482841650753302,0.21199391592687275,0.01349659814390067,0.6190793184511797,0.15964850604799058,-0.09363034998710364,0.04931458439080405,0.12282719670965019,0.04095986325028259,38.0,0.0,0.5789473684210527,0.0,0.7052631578947369,0.0343115916063297,0.6875,0.0409228985536589,0.6885514991029428,0.03961558275549382,0.38850832181151806,0.0784913062512514,0.7568181818181818,0.016270251208268572,0.8421840053309058,0.012129970509430823,0.2070784073080087,0.013747216065108911,0.6929989046612501,0.18841579173082992,-0.09091905909108519,0.04765096390195596,0.1749893608687037,0.0558816750400218,38.0,0.0,0.5931418760952708,0.8880606206733269,0.6567383530071566,0.8882840874963382,0.5815595260479806,0.8223684210526315,0.6363636363636364,0.8333333333333334,0.5786731813398573,0.8445002760644923,0.6200334857498505,0.8235878423842556,0.14701341638869525,0.2757821409194166,0.14898806210122525,0.24236983292834116,0.12420079990799636,1.667579861521549,0.3651997125792544,1.8211310873436437
psykose,depresjon,rf,external,39,312,16,28,0.5714285714285714,312.0,0.0,0.5897435897435898,0.0,0.6551282051282051,0.009233884801851206,0.6374660326086956,0.008561703168341019,0.6387731804366389,0.00881274714261434,0.27911053672474956,0.018120561555974912,0.7059103260869565,0.0019814412687371333,0.7773792738936283,0.004791699378088012,0.21602908475366056,0.0005062693991568905,0.614138793885191,0.013255019764579535,0.0827654294915674,0.01854505324400169,0.12870916918746647,0.014304803309217401,39.0,0.0,0.5897435897435898,0.0,0.6666666666666666,0.0,0.6413043478260869,0.0,0.6432090077410275,0.0,0.29488391230979427,0.0,0.6972826086956522,0.003098302785595488,0.7822365636050689,0.004871629328621833,0.21127327691290226,0.000537029689960419,0.7011801037687732,0.010999267183197188,0.08063431538756086,0.018104072750110133,0.18003983340741644,0.03428015899876897,39.0,0.0,0.5160287806088167,0.8499103633712117,0.5222090711957311,0.8197385706804337,0.4902337411319345,0.7957178167483937,0.5142131945361962,0.7782965284770599,0.4681204504653842,0.7938235597826956,0.4997081130430354,0.7673530139868364,0.1495946438850739,0.29398137192320806,0.15757891111639857,0.2620253898581381,0.028849244032220115,1.2518226319858068,0.25297837931433176,1.4505045172004505
psykose,depresjon,xgboost,internal,38,304,16,28,0.5714285714285714,304.0,0.0,0.5789473684210527,0.0,0.6796052631578947,0.03592912479187671,0.6606534090909092,0.039879277174569794,0.6621649695996896,0.0408464167299097,0.3312453510841321,0.07859883902004679,0.7612038352272726,0.019848492715248495,0.8487303837852552,0.01644754075445086,0.2449674154648859,0.02197363024707908,0.3142872907909121,0.06115895678713522,-0.6175576293243022,0.26446496367155914,0.21131226063206623,0.038192116699567034,38.0,0.0,0.5789473684210527,0.0,0.6684210526315789,0.04403473823863555,0.6505681818181818,0.05191950818891212,0.6507780646577983,0.0524793868818608,0.30852704440338174,0.09872716532667737,0.759659090909091,0.02654388324272287,0.8496428826119418,0.02290689975033193,0.23127338569394335,0.02177380255742368,0.36353882905549006,0.07877784550578662,-0.5417931750808668,0.2290615754716747,0.21445281025218335,0.06248481033765408,38.0,0.0,0.606897762474695,0.8817022345821397,0.6238403524366058,0.8782051282051282,0.5592105263157895,0.8342013537492498,0.6086956521739131,0.8276284155431943,0.5640402218775704,0.8356608183400649,0.5872868406185667,0.8175434807345889,0.13480161059234771,0.33436708291992745,0.1471147803710798,0.28886544320976887,0.06479014227997669,0.78362757827479,0.19517720536269068,0.9054297013752132
psykose,depresjon,xgboost,external,39,312,16,28,0.5714285714285714,312.0,0.0,0.5897435897435898,0.0,0.6256410256410256,0.011644809054221121,0.6003396739130433,0.013727092367124405,0.6008305254467114,0.014299072768853033,0.20816622878449054,0.02704250033035235,0.6741762907608695,0.006984344798162907,0.744972337332079,0.00934320886753784,0.29799646371318184,0.0043218131828709466,0.195350173606836,0.006494240602864144,-0.6188251543504516,0.12754477439142878,0.2759665667647287,0.011734647040360079,39.0,0.0,0.5897435897435898,0.0,0.6153846153846154,0.0,0.5883152173913043,0.0,0.5883180858550316,0.0,0.18430244519362143,0.0,0.6891304347826088,0.0062559045832724725,0.7922807129809479,0.006919318783089393,0.2858027303846895,0.004623843796778731,0.25151994247178594,0.008316116461387973,-0.5371586776376633,0.11400014682272673,0.2809516584811111,0.018462417958633712,39.0,0.0,0.4567976132106662,0.8224041459393687,0.5151821795930553,0.8060173781598975,0.4785722717509693,0.7564102564102564,0.47921855063943286,0.7108149651906065,0.46092596021835197,0.7513456551378711,0.46036517708802177,0.7022312561389413,0.19541582958902537,0.42801501572589234,0.1920196028837675,0.3780447362369719,-0.03848524888924079,0.39218505544339033,0.03809531972919374,0.4598903673173321
depresjon,hyperaktiv,majority,internal,55,440,23,28,0.8214285714285714,440.0,0.0,0.41818181818181815,0.0,0.5818181818181818,0.0,0.5,0.0,0.367816091954023,0.0,0.0,0.0,0.45516304347826086,0.0,0.3992094861660079,0.0,0.24442148760330568,3.1031676915590914e-17,-4.06012431126328,6.327297285568803e-15,-2.1913934841199353e-16,1.8185994600338302e-17,0.0,0.0,55.0,0.0,0.41818181818181815,0.0,0.5818181818181818,0.0,0.5,0.0,0.367816091954023,0.0,0.0,0.0,0.45516304347826086,0.0,0.3992094861660079,0.0,0.2444214876033058,3.3993498887762956e-17,-4.059992689148933,8.72496861620875e-15,-2.340806676219021e-16,1.4848802411946298e-17,1.9984014443252818e-16,3.0404709722440586e-17,55.0,0.0,0.23926842825848604,0.5456116597472764,0.27880284954012374,0.4978565542704351,0.43636363636363634,0.6909090909090909,0.48333575296325004,0.6666666666666666,0.3037974683544304,0.40860215053763443,0.3258392981836422,0.4,0.2243063057602257,0.2653856842680397,0.2294283415749743,0.2603769928326845,-50.553013672837416,9.359561505093934,-47.257398111500216,-2.0138726963118216
depresjon,hyperaktiv,majority,external,85,340,23,28,0.8214285714285714,340.0,0.0,0.5176470588235295,0.0,0.48235294117647054,6.206335383118183e-17,0.5,0.0,0.3253968253968254,0.0,0.0,0.0,0.5,0.0,0.5176470588235295,0.0,0.25958191541079245,0.0,-0.021027104410501016,0.0,0.4008592540845304,0.0,0.09946524064171136,0.0,85.0,0.0,0.5176470588235295,0.0,0.48235294117647054,6.206335383118183e-17,0.5,0.0,0.3253968253968254,0.0,0.0,0.0,0.5,0.0,0.5176470588235295,0.0,0.2595819154107924,0.0,-0.021027103741033025,0.0,0.4008592540845301,0.0,0.0994652406417112,0.0,85.0,0.0,0.5,0.5,0.5,0.5,0.3764705882352941,0.6,0.4117647058823529,0.5660665687304947,0.27350427350427353,0.375,0.2916666666666667,0.36145442630611646,0.23866920763349053,0.2737739768209984,0.24588332181104314,0.2711327175498298,-0.12071936397043492,0.14734010056533453,-0.10619014222686153,0.07914461446146442
depresjon,hyperaktiv,logreg,internal,55,440,23,28,0.8214285714285714,440.0,0.0,0.41818181818181815,0.0,0.5845454545454546,0.034370069142970326,0.579993206521739,0.03855677660779494,0.5778808100143428,0.03703100488209856,0.15827718486534775,0.07594035350103852,0.6253057065217391,0.02802852774020801,0.4916678655638516,0.03741683920179677,0.2689833591520892,0.017696212954161492,0.298213659751532,0.07994985794906054,-0.30014610387202506,0.06069317333413081,0.18644509031214304,0.038098030624084726,55.0,0.0,0.41818181818181815,0.0,0.5818181818181818,0.036363636363636376,0.5758152173913043,0.038389464178964716,0.5742258810539822,0.03759369455477298,0.15041930340124948,0.07597872513702392,0.6309782608695652,0.02486078915539711,0.5197092867902999,0.05211488153721154,0.2641942780537309,0.017855426655690416,0.32995645265330287,0.09072596263714691,-0.2916174163464456,0.05803741125342674,0.2295867143296491,0.04206853934560746,55.0,0.0,0.46707362881284226,0.7613110482282938,0.5154570137008923,0.7408182790796217,0.47410090342951755,0.704060226502153,0.4853335629938161,0.686798279327182,0.47214838462747094,0.7004224076762047,0.4829467140524162,0.6761355838195402,0.20239868974116762,0.324817488947243,0.21076195007986778,0.3063968582236468,0.05691473793812234,0.689144113072137,0.1365313082635183,0.6480818794454023
depresjon,hyperaktiv,logreg,external,85,340,23,28,0.8214285714285714,340.0,0.0,0.5176470588235295,0.0,0.6147058823529412,0.0,0.6139135254988913,0.0,0.6139544962080173,0.0,0.2280048541534157,3.1031676915590914e-17,0.6286377494456763,0.0,0.6335486508134471,0.0,0.2645978593782412,0.0,0.2987055386867845,0.0,0.2558323754485392,0.0,0.1574598281294447,0.0,85.0,0.0,0.5176470588235295,0.0,0.611764705882353,0.0,0.6108647450110865,0.0,0.61090303786933,0.0,0.22197571940400893,3.1031676915590914e-17,0.630820399113082,0.0,0.640188453762075,0.0,0.26175807127598816,0.0,0.3161541001627029,0.0,0.25167798206632247,0.0,0.1919640775426772,0.0,85.0,0.0,0.5092096316274405,0.7242029776366633,0.5313013540040418,0.7162620171322285,0.49900696014681056,0.6885598668897721,0.5352533833393902,0.6922520477237747,0.4998668721330709,0.6904816389163336,0.5292307692307692,0.6895242420650501,0.21753794093476472,0.3243580627141256,0.22212649140571794,0.3056102640750018,0.0031782799110069964,0.5802719844793491,0.0579705940434966,0.5694921732245196
depresjon,hyperaktiv,rf,internal,55,440,23,28,0.8214285714285714,440.0,0.0,0.41818181818181815,0.0,0.6440909090909092,0.04429195027885016,0.6274966032608695,0.047164306885464725,0.628135677349066,0.04801306134630381,0.25953726165826246,0.09553210735316378,0.6692085597826087,0.04524149134058695,0.5420903429071455,0.05758973629865844,0.24187598884073241,0.021790605987225747,0.36955269543516717,0.12622564897573232,0.015721346002255377,0.07151006786556942,0.12875759502122378,0.027088279407276275,55.0,0.0,0.41818181818181815,0.0,0.6436363636363638,0.053935988997059384,0.6277173913043478,0.057930088800598106,0.6278043092317276,0.05954923029451429,0.2593827533119866,0.11724057855562355,0.6788043478260869,0.04626154188482524,0.577510381182111,0.0640421915669054,0.23673927459678526,0.022338234260898683,0.4218058520456194,0.14595628922949525,0.015312460519181453,0.06945613009635052,0.17023994905247525,0.03163119626701287,55.0,0.0,0.5314277454277502,0.7943296066987041,0.5810962302683748,0.7860654270881323,0.5409090909090909,0.7681471919462922,0.5781641172388007,0.7777777777777778,0.5304102468660246,0.7594452021874577,0.5738336465522302,0.7678325732133072,0.18276935243570377,0.2991956044070805,0.18691876646830605,0.27524839047877364,0.0024523121506961655,0.9536958219852115,0.138918552505197,1.0381076516514167
