cohort,model,splitter,n_subjects,n_windows,window_n_mean,window_n_sd,window_prevalence_mean,window_prevalence_sd,window_accuracy_mean,window_accuracy_sd,window_balanced_accuracy_mean,window_balanced_accuracy_sd,window_macro_f1_mean,window_macro_f1_sd,window_mcc_mean,window_mcc_sd,window_auroc_mean,window_auroc_sd,window_auprc_mean,window_auprc_sd,window_brier_mean,window_brier_sd,window_calibration_slope_mean,window_calibration_slope_sd,window_calibration_intercept_mean,window_calibration_intercept_sd,window_ece_mean,window_ece_sd,subject_n_mean,subject_n_sd,subject_prevalence_mean,subject_prevalence_sd,subject_accuracy_mean,subject_accuracy_sd,subject_balanced_accuracy_mean,subject_balanced_accuracy_sd,subject_macro_f1_mean,subject_macro_f1_sd,subject_mcc_mean,subject_mcc_sd,subject_auroc_mean,subject_auroc_sd,subject_auprc_mean,subject_auprc_sd,subject_brier_mean,subject_brier_sd,subject_calibration_slope_mean,subject_calibration_slope_sd,subject_calibration_intercept_mean,subject_calibration_intercept_sd,subject_ece_mean,subject_ece_sd,n_subjects_mean,n_subjects_sd,window_auroc_ci_lo,window_auroc_ci_hi,subject_auroc_ci_lo,subject_auroc_ci_hi,window_accuracy_ci_lo,window_accuracy_ci_hi,subject_accuracy_ci_lo,subject_accuracy_ci_hi,window_macro_f1_ci_lo,window_macro_f1_ci_hi,subject_macro_f1_ci_lo,subject_macro_f1_ci_hi,window_brier_ci_lo,window_brier_ci_hi,subject_brier_ci_lo,subject_brier_ci_hi,window_calibration_slope_ci_lo,window_calibration_slope_ci_hi,subject_calibration_slope_ci_lo,subject_calibration_slope_ci_hi
psykose,cnn1d,inflation,,,,,,,,,,,,,,,0.12295809659090917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022711928310888262,0.27583300005113376,,,,,,,,,,,,,,,,,,
psykose,cnn1d,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203125,,,,,,,,,,,,,,,,0.0862537202380953,0.33651583710407235,,,,,,,,,,,,,,,,
psykose,cnn1d,inflation,,,,,,,0.09722222222222221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.20844907407407404,,,,,,,,,,,,,,
psykose,cnn1d,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09259259259259256,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02857142857142858,0.2464015151515151,,,,,,,,,,,,
psykose,cnn1d,inflation,,,,,,,,,,,0.09684824009790083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004679638161899745,0.20631244917753594,,,,,,,,,,
psykose,cnn1d,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08315018315018308,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036420958669024533,0.24340357114550665,,,,,,,,
hyperaktiv,cnn1d,subject_wise,85.0,340.0,340.0,0.0,0.5176470588235295,0.0,0.4985294117647059,0.018717532443173288,0.4992031596452328,0.014551740161613435,0.4949765135623321,0.01902734849831376,-0.001754792229368654,0.02954215156128845,0.5300374168514412,0.016854540793249172,0.5490435503437529,0.012999635417228587,0.4521278910328508,0.028864884115171907,0.016764224182550413,0.008357527044663231,0.8718440293609183,1.9102804269081055,0.45127483039500743,0.029265979544432913,85.0,0.0,0.5176470588235295,0.0,0.4823529411764706,0.0,0.4825388026607539,0.004703592779511364,0.47765102288204675,0.0016507553245406184,-0.03552316481837103,0.009457797877527327,0.5401884700665187,0.017638472923167812,0.5637337750767553,0.02292346562989652,0.4474872177814714,0.031526686079121964,0.0214493697467309,0.013552530749730337,0.8423253973301137,1.7941147815906922,0.45640563629721703,0.02286689656449261,85.0,0.0,0.39023889820128344,0.6614429582224551,0.4420661493138764,0.6590684919990324,0.4156514343035214,0.6155000935958727,0.46988622743569175,0.639028586655137,0.4150157197842177,0.6092078911314441,0.46644001196278356,0.6390029408241187,0.26064676856120034,0.4175428606296374,0.2747521485317858,0.3978226788902123,-0.128177357158328,0.21147277659423186,-0.10614611601618758,0.1790838064634331
hyperaktiv,cnn1d,record_wise,85.0,340.0,340.0,0.0,0.5176470588235295,0.0,0.5382352941176471,0.02079725827019258,0.5356845898004434,0.01244492256245724,0.5207846730527139,8.192808155967878e-05,0.07810805008790551,0.033084224786990205,0.5673503325942351,0.0032827157940339973,0.5942953800834909,0.002892659730042008,0.39538901302536367,0.018767911551129834,0.04270200462978195,0.026262764398143748,-0.7145331915871984,3.416085808314342,0.3745100953587954,0.038940936253106705,85.0,0.0,0.5176470588235295,0.0,0.588235294117647,0.016637806616154077,0.583980044345898,0.02900548880698698,0.5483842533043475,0.06658184250552224,0.20225324659357657,0.018777870717650594,0.6055986696230599,0.0027437624547150016,0.6155972915361976,0.001736061080303593,0.2865122175737971,0.015679962321164326,0.15895787311854095,0.05188791663560409,-0.33038351785062237,1.3031014261339735,0.22616623409968967,0.02872957484766914,85.0,0.0,0.51990680427128,0.6351558960115841,0.5399759086192555,0.7276799529667324,0.49751355179416457,0.6029411764705882,0.5124216386864016,0.674794295472945,0.497081035436993,0.5937469808538686,0.5179868316829107,0.6704058385010927,0.2661848151831533,0.3330266600902214,0.2170867847057857,0.26782978968866855,0.024854092451233416,0.21385272305964056,0.12229130062410302,1.337972512759698
hyperaktiv,cnn1d,inflation,,,,,,,,,,,,,,,0.06010947893569851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06689793528845643,0.18574108337314854,,,,,,,,,,,,,,,,,,
hyperaktiv,cnn1d,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11086474501108656,,,,,,,,,,,,,,,,-0.010272520908004675,0.2118562370600414,,,,,,,,,,,,,,,,
hyperaktiv,cnn1d,inflation,,,,,,,0.04705882352941171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06499999999999993,0.15198529411764683,,,,,,,,,,,,,,
hyperaktiv,cnn1d,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05882352941176472,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04763636363636361,0.168986344537815,,,,,,,,,,,,
hyperaktiv,cnn1d,inflation,,,,,,,,,,,0.03108537330653438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07819356130460488,0.11494844846892815,,,,,,,,,,
hyperaktiv,cnn1d,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05645605353769149,0.14458375434048434,,,,,,,,
